term,anger,disgust,fear,happiness,sadness,surprise
κομμουνα ,3.0,3.33,1.0,1.0,1.0,2.0
κομμουνι ,3.0,3.25,1.0,1.0,1.0,1.75
κομμουνιστοσυμμοριτης ,3.0,3.25,1.25,1.0,1.0,1.75
κομπανια ,1.33,2.0,1.0,1.67,1.0,2.0
κομπλεξ ,1.5,2.25,1.5,1.0,1.75,2.0
κομπογιαννιτης ,2.75,3.0,1.25,1.0,1.0,2.0
κονδυλοφορος ,2.33,3.0,1.0,1.0,1.0,2.0
κοντοβρακι ,1.33,2.67,1.0,1.0,1.0,2.0
κοπαδι ,2.0,2.5,1.5,1.0,1.0,2.25
κοπρολογος ,2.0,3.67,1.0,1.0,1.0,2.33
κοπροσκυλο ,3.0,3.5,1.25,1.0,1.0,2.0
κορακι ,2.0,3.0,2.0,1.0,1.0,2.67
κορδωνω ,1.0,1.75,1.0,1.75,1.0,2.0
κορεννυω ,1.5,3.5,1.0,1.0,1.0,2.0
κορεσμος ,1.33,2.67,1.0,1.67,1.0,1.67
κορμακι ,1.0,1.0,1.0,3.5,1.0,3.5
κορμαρα ,1.0,1.0,1.0,3.75,1.0,3.0
κορμι ,1.0,1.0,1.0,3.0,1.0,3.0
κορτακιας ,1.33,2.33,1.0,1.0,1.0,1.33
κοσμακης ,2.0,2.67,1.33,1.0,1.67,1.67
κουδουνι ,3.0,3.0,1.0,1.0,1.0,2.0
κουιντετο ,2.0,3.0,1.0,1.0,1.0,2.0
κουκι ,1.5,2.0,1.0,1.0,1.5,2.0
κουκουλωμα ,2.5,3.5,1.5,1.0,2.5,3.5
κουκουλωνω ,2.5,4.0,1.5,1.0,2.5,3.5
κουλος ,2.67,2.33,1.33,1.0,1.67,2.33
κουλοχερης ,3.5,3.0,1.0,1.0,2.0,2.0
κουλτουριαρης ,2.0,3.0,1.0,1.0,1.0,2.0
κουμασι ,3.0,3.75,1.25,1.0,1.0,2.0
κουμμουνι ,2.5,3.0,1.0,1.0,1.0,1.75
κουνιστος ,2.0,2.75,1.0,1.0,1.0,2.25
κουραδα ,2.75,4.25,1.0,1.0,1.0,2.25
κουραζω ,1.5,1.75,1.0,1.0,2.0,1.25
κουραμπιες ,2.33,3.33,1.0,1.0,1.0,2.33
κουραση ,1.25,2.0,1.0,1.0,2.0,1.5
κουρκουτιαζω ,1.0,1.5,1.0,1.0,2.25,2.0
κουστωδια ,1.5,2.5,1.0,1.0,1.0,2.0
κουταμαρα ,2.0,2.67,1.33,1.0,1.33,2.33
κουτσαμαρα ,1.75,2.25,1.25,1.0,1.5,1.75
κουτσουρο ,3.0,3.33,1.0,1.0,1.33,2.67
κουφοβραζω ,1.33,1.67,1.0,1.0,1.67,1.33
κοχλαζω ,1.0,1.67,1.0,1.0,1.33,2.0
κοψιμο ,2.0,3.0,2.5,1.0,2.0,1.5
κρασοκατανυξη ,1.33,2.33,1.0,1.67,1.0,2.33
κρεβατομουρμουρα ,1.75,2.25,1.0,1.0,1.25,2.0
κρεμομαι ,1.0,2.0,2.0,1.0,1.0,3.0
κρεπαρω ,2.25,2.75,1.25,1.0,1.5,2.25
κριση ,2.67,2.33,2.33,1.0,1.67,3.33
κρυαδα ,1.33,2.67,1.67,1.0,1.33,2.33
κρυβω ,2.5,1.5,1.0,1.0,1.0,2.5
κρυο ,1.0,1.67,1.67,1.0,1.67,3.0
κρυος ,1.5,2.0,1.5,1.0,1.5,2.25
κρυα ,1.5,2.0,1.5,1.0,1.5,2.25
κρυφοκαμαρωνω ,1.0,1.0,1.0,4.25,1.0,2.25
κρυφος ,2.0,2.5,2.0,1.0,1.0,3.0
κρυφη ,2.0,2.5,2.0,1.0,1.0,3.0
κρυφο ,2.0,2.5,2.0,1.0,1.0,3.0
κρυωνω ,1.25,1.5,1.75,1.0,1.75,2.25
κτηνος ,3.75,4.0,3.0,1.0,1.5,2.75
κυβερνητης ,1.0,3.0,2.0,1.0,1.0,3.0
κυκλωμα ,1.67,2.67,2.33,1.0,1.0,2.33
κυμα ,2.0,1.5,2.5,2.5,1.0,3.0
κυνικος ,2.33,2.67,1.67,1.0,1.0,2.67
κυνικη ,2.33,2.67,1.67,1.0,1.0,2.67
κυνικο ,2.33,2.67,1.67,1.0,1.0,2.67
κυρατσα ,2.5,3.5,1.0,1.0,1.0,2.0
κυριαρχια ,1.33,1.67,2.0,1.33,1.0,2.0
κυριαρχω ,1.33,1.67,2.0,1.67,1.0,2.0
κυριευω ,2.0,1.5,3.0,1.0,1.0,2.5
κυρουλα ,1.25,1.5,1.0,1.5,1.0,1.25
κωλοβαραω ,3.0,3.67,1.0,1.0,1.33,2.33
κωλογλειφτης ,3.0,4.25,1.0,1.0,1.0,2.5
κωλογλειφω ,3.0,4.25,1.0,1.0,1.0,2.5
κωλοδαχτυλο ,4.25,3.25,1.0,1.0,1.0,2.5
κωλομερι ,2.33,3.67,1.0,1.0,1.0,2.67
κωλοτρυπιδα ,3.33,4.0,1.0,1.0,1.0,2.67
κωλοχανειο ,3.25,4.0,1.0,1.0,1.25,2.5
κωλοχαρτο ,3.25,3.75,1.0,1.0,1.0,2.5
λαβρα ,2.25,2.0,1.5,2.5,1.0,3.0
λαλω ,2.0,3.0,1.0,1.5,2.0,4.0
λαμποκοπω ,1.0,1.0,1.0,4.33,1.0,3.67
λαμπω ,1.0,1.0,1.0,4.33,1.0,3.67
λαμψη ,1.0,1.0,1.0,4.0,1.0,3.67
λαουτζικος ,1.67,2.67,1.0,1.0,1.67,2.0
λαπας ,1.75,3.25,1.0,1.0,1.0,2.5
λασπη ,1.75,2.25,1.0,1.0,2.0,2.0
λαχταρω ,1.0,1.0,2.75,3.0,1.0,2.25
λειπω ,1.0,1.0,1.0,1.0,4.0,1.0
λειτουργημα ,1.0,1.0,1.0,3.0,1.0,3.5
λεπταισθησια ,1.0,1.0,1.0,2.67,1.0,2.33
λεπταισθητος ,1.0,1.0,1.0,2.67,1.0,3.0
λεπταισθητη ,1.0,1.0,1.0,2.67,1.0,3.0
λεπταισθητο ,1.0,1.0,1.0,2.67,1.0,3.0
λεπτος ,1.0,1.0,1.0,3.0,1.0,4.0
λεπτη ,1.0,1.0,1.0,3.0,1.0,4.0
λεπτο ,1.0,1.0,1.0,3.0,1.0,4.0
λεω ,1.0,1.0,1.0,3.0,1.0,1.0
λησμονια ,1.0,1.33,2.0,1.0,3.0,2.0
λησμονιεμαι ,1.0,1.33,2.0,1.0,3.0,2.0
λησμονω ,1.0,1.33,2.0,1.0,3.0,2.0
λιγουρα ,1.25,1.5,1.0,1.75,1.0,2.0
λιγουρευομαι ,1.0,1.5,1.0,1.75,1.0,2.0
λιγουρης ,1.75,2.5,1.0,1.0,1.0,2.25
λιγωνω ,1.0,3.25,1.0,2.0,1.0,2.0
λιλι ,1.67,2.33,1.0,1.0,1.0,2.33
λιμαρης ,2.25,3.0,1.0,1.0,1.0,2.0
λιμαρικος ,2.5,2.75,1.0,1.0,1.0,2.25
λιμπιζομαι ,1.0,1.75,1.0,2.5,1.0,2.5
λογακι ,2.0,1.33,1.0,1.0,1.0,2.33
λογοκρατουμαι ,1.0,2.0,1.5,1.0,1.0,1.0
λογος ,2.0,1.5,1.0,1.0,1.0,2.5
λογυδριο ,1.67,2.67,1.0,1.0,1.0,1.67
λοιπον ,1.0,1.0,1.0,1.0,1.0,1.0
λορδα ,1.33,2.0,1.0,1.0,1.0,2.33
λουλουδακι ,1.33,1.33,1.0,2.33,1.0,2.67
λουλουδι ,1.25,1.5,1.0,1.75,1.0,2.0
λυπη ,1.0,1.5,1.5,1.0,4.5,2.25
λυπηση ,1.0,2.0,1.5,1.0,4.25,2.25
λυπητερος ,1.0,1.5,1.5,1.0,4.5,2.25
λυπητερη ,1.0,1.5,1.5,1.0,4.5,2.25
λυπητερο ,1.0,1.5,1.5,1.0,4.5,2.25
λυπω ,1.0,1.75,1.5,1.0,4.5,2.25
λυρικος ,1.0,2.0,1.0,2.0,2.0,2.0
λυρικη ,1.0,2.0,1.0,2.0,2.0,2.0
λυρικο ,1.0,2.0,1.0,2.0,2.0,2.0
λυρισμος ,1.0,2.0,1.0,2.0,2.0,3.0
λωποδυτης ,3.0,3.33,2.33,1.0,1.0,2.67
μαγαζι ,1.5,3.0,1.0,1.5,1.0,2.5
μαγαρα ,3.0,2.5,1.0,1.0,1.0,2.0
μαγκουφης ,2.0,2.25,1.0,1.0,1.75,2.0
μαγκωνω ,1.0,1.67,1.67,1.0,1.33,2.33
μαθες ,2.0,1.67,1.0,1.0,1.0,1.67
μαθημα ,3.0,1.0,3.0,2.0,2.0,2.0
μαθηματακι ,1.67,2.0,1.0,1.33,1.0,1.67
μαθητοπατερας ,1.67,2.67,1.0,1.0,1.0,1.67
μαθητουδι ,1.67,2.33,1.0,1.0,1.0,1.67
μαιδανος ,2.0,2.75,1.0,1.0,1.0,2.25
μαιμουδιαρης ,1.5,3.0,1.25,1.0,1.0,1.75
μαιντανος ,2.0,2.75,1.0,1.0,1.0,2.25
μακαριος ,1.0,1.25,1.0,2.25,2.0,2.0
μακαριτικος ,1.0,2.33,1.33,1.0,2.0,2.0
μακαριως ,1.0,1.5,1.25,1.75,1.75,1.75
μακαρονας ,1.5,3.0,1.0,1.0,1.0,2.5
μαλακας ,5.0,5.0,2.5,2.0,2.25,3.75
μαλακισμενος ,5.0,5.0,2.25,2.0,2.25,3.75
μαλακιστηρι ,5.0,5.0,2.0,2.0,2.25,3.75
μαλαμα ,1.0,1.0,1.0,3.33,1.0,3.67
μαλλιαρισμος ,2.0,2.75,1.0,1.0,1.0,1.75
μαλλιαρος ,1.67,2.67,1.0,1.0,1.0,2.33
μαλλιας ,1.67,2.33,1.67,1.0,1.0,2.33
μαμμωνας ,2.0,3.25,1.25,1.0,1.0,1.75
μαμοθρεφτος ,2.25,3.0,1.0,1.0,1.0,2.25
μαμουνιαρης ,2.33,3.33,1.33,1.0,1.0,2.33
μανδαρινος ,1.75,2.75,1.0,1.0,1.0,1.5
μανια ,3.25,1.5,1.5,2.5,1.0,2.5
μανιερισμος ,1.0,3.0,1.0,1.0,1.0,1.5
μανικι ,1.5,2.5,1.0,1.0,1.0,3.5
μαντευω ,1.0,1.0,1.0,1.0,1.0,2.0
μαντης ,1.0,2.0,1.33,1.33,1.0,2.67
μαντισσα ,1.0,2.0,1.33,1.33,1.0,2.67
μαντραχαλας ,1.67,2.67,2.33,1.0,1.0,3.0
μαντραχαλος ,1.67,2.67,2.33,1.0,1.0,3.0
μαντροσκυλο ,2.75,3.0,2.5,1.0,1.0,2.0
μαουνα ,2.33,3.33,1.67,1.0,1.0,3.0
μαπας ,2.0,3.0,1.0,1.0,1.5,2.25
μαρμαρωνω ,1.0,1.67,4.33,1.0,1.0,5.0
μασκαρας ,1.5,3.0,1.0,2.5,1.0,2.75
μασονια ,2.33,3.0,2.67,1.0,1.0,2.33
μασονος ,2.67,3.33,2.67,1.0,1.0,2.33
μασταρι ,1.33,3.33,1.0,1.33,1.0,2.33
μαστροχαλαστης ,1.75,2.0,1.0,1.0,1.0,2.0
ματακιας ,2.25,3.25,1.75,1.0,1.0,2.25
μαυροτσουκαλο ,1.25,2.5,1.25,1.0,1.0,2.0
μαυροφορουσα ,1.0,3.0,1.5,1.0,1.0,3.0
μαφια ,3.0,2.67,3.33,1.0,1.0,3.0
μαφιοζικος ,3.0,2.67,3.33,1.0,1.0,3.0
μαφιοζος ,3.0,2.67,3.33,1.0,1.0,3.0
μεγαλοσχημος ,1.5,3.0,1.0,1.0,1.0,2.0
μεγαλουσιανος ,2.0,2.5,1.0,1.0,1.0,2.0
μεδουλι ,1.0,1.0,3.0,1.0,2.0,2.0
μεθη ,1.25,1.25,1.0,3.75,1.25,2.25
μεθοκοπω ,1.5,2.75,1.25,1.5,1.0,2.25
μεθυσμενος ,2.0,2.5,1.5,1.5,1.0,3.5
μεθυσμενη ,2.0,2.5,1.5,1.5,1.0,3.5
μεθυσμενο ,2.0,2.5,1.5,1.5,1.0,3.5
μεθυστακας ,2.0,3.25,2.0,1.0,1.5,2.25
μεθυστικος ,1.0,1.0,1.0,4.0,1.0,2.5
μεθυστικη ,1.0,1.0,1.0,4.0,1.0,2.5
μεθυστικο ,1.0,1.0,1.0,4.0,1.0,2.5
μεθω ,1.33,2.33,1.0,3.33,1.0,3.0
μειγμα ,1.0,2.5,1.0,1.5,1.0,2.5
μειον ,1.0,2.5,1.0,1.0,2.0,2.0
μειονεκτικοτητα ,1.0,1.75,1.0,1.0,2.0,1.25
μελαγχολια ,1.0,1.5,1.0,1.0,3.25,1.5
μελαγχολικος ,1.0,1.5,1.0,1.0,3.25,1.5
μελαγχολικη ,1.0,1.5,1.0,1.0,3.25,1.5
μελαγχολικο ,1.0,1.5,1.0,1.0,3.25,1.5
μελο ,1.0,2.67,1.0,1.0,2.0,2.0
μελοδραματισμος ,1.0,3.0,1.0,1.0,1.67,1.67
μεξιοβαρβαρος ,3.0,4.0,1.0,1.0,1.0,3.0
μερακι ,1.0,1.0,1.0,4.0,1.0,2.75
μερακλωνω ,1.0,1.0,1.0,4.25,1.0,3.0
μεταμελουμαι ,1.0,1.0,1.33,1.0,3.0,1.33
μετανοω ,1.0,1.0,1.33,1.33,3.33,1.33
μετρο ,4.0,2.0,1.0,1.0,1.0,2.0
μικροαστος ,2.0,2.33,1.0,1.0,1.0,2.33
μικρομεγαλος ,2.33,2.33,1.0,1.0,1.67,2.67
μικροπρεπης ,2.67,3.0,1.0,1.0,1.0,2.33
μικροπρεπες ,2.67,3.0,1.0,1.0,1.0,2.33
μικροτητα ,2.67,3.0,1.0,1.0,1.0,2.67
μισανθρωπος ,2.25,3.0,1.75,1.0,1.25,2.0
μισανθρωπη ,2.25,3.0,1.75,1.0,1.25,2.0
μισανθρωπο ,2.25,3.0,1.75,1.0,1.25,2.0
μισθοφορος ,1.0,3.5,1.5,1.0,1.0,2.0
μισος ,3.75,3.25,2.25,1.0,1.0,2.5
μισω ,3.75,3.5,2.25,1.0,1.0,2.5
μνημειο ,1.0,1.5,1.0,2.5,1.0,4.0
μνημειωδης ,1.0,1.33,1.0,2.67,1.0,3.33
μνησικακια ,3.75,2.75,1.75,1.0,1.0,2.25
μνησικακω ,3.75,2.75,1.75,1.0,1.0,2.25
μομολο ,2.25,3.25,1.0,1.0,1.0,2.0
μοναζω ,1.0,2.5,1.0,1.0,1.0,3.5
μοναξια ,1.0,1.67,2.0,1.0,2.33,2.33
μοναρχοφασιστας ,4.0,3.75,2.25,1.0,1.0,2.25
μονιμας ,2.0,3.0,1.0,1.0,1.0,2.0
μονος ,1.0,2.5,2.0,1.0,1.0,3.5
μονη ,1.0,2.5,2.0,1.0,1.0,3.5
μονο ,1.0,2.5,2.0,1.0,1.0,3.5
μορμολυκειο ,1.75,3.5,1.0,1.0,1.0,2.0
μορφασμος ,1.0,3.33,1.0,1.0,1.0,2.67
μουγγος ,2.0,2.0,1.67,1.0,1.0,4.33
μουγγη ,2.0,2.0,1.67,1.0,1.0,4.33
μουγγο ,2.0,2.0,1.67,1.0,1.0,4.33
μουδιαζω ,1.0,2.0,3.67,1.0,1.33,3.0
μουλαρα ,4.0,3.75,1.0,1.0,1.0,2.5
μουλαρι ,3.25,3.75,1.0,1.0,1.0,2.25
μουλικος ,2.5,3.0,1.0,1.0,1.0,2.0
μουλος ,3.25,3.5,1.0,1.0,1.0,2.0
μουνι ,4.0,4.5,1.0,1.5,1.0,2.5
μουνοπανο ,4.5,4.25,1.0,1.0,1.0,2.5
μουνοψειρα ,4.25,4.0,1.0,1.0,1.0,2.75
μουργος ,2.0,2.25,1.0,1.25,1.0,2.0
μουρη ,1.67,3.0,1.0,1.0,1.0,2.33
μουσικαντης ,1.33,2.67,1.0,1.0,1.0,2.33
μουσμουλο ,1.67,3.67,1.0,1.0,1.0,1.67
μουστογρια ,2.25,3.75,1.5,1.0,1.0,1.75
μουτρο ,1.75,2.5,1.5,1.75,1.0,2.5
μουτρωμενος ,2.75,2.0,1.0,1.0,2.0,1.5
μουτρωμενη ,2.75,2.0,1.0,1.0,2.0,1.5
μουτρωμενο ,2.75,2.0,1.0,1.0,2.0,1.5
μουτρωνω ,2.75,2.0,1.0,1.0,2.0,1.75
μοφρονιος ,1.33,2.67,1.0,1.33,1.0,2.33
μπα ,2.0,3.0,1.0,1.0,2.0,2.5
μπαγασακος ,1.25,2.0,1.0,1.5,1.0,2.0
μπαγασας ,1.5,2.25,1.0,1.5,1.0,1.75
μπαγασικος ,1.25,2.0,1.0,1.5,1.0,2.0
μπαγκατελα ,1.75,2.75,1.0,1.0,1.0,2.25
μπαζο ,2.75,3.75,1.0,1.0,1.0,2.25
μπαιλντιζω ,2.67,3.33,1.0,1.0,1.67,2.67
μπαινακηςβγαινακης ,2.5,2.25,1.0,1.0,1.0,2.0
μπακαλοτεφτερο ,1.0,2.75,1.0,1.0,1.0,1.75
μπακαλοχαρτο ,1.0,2.75,1.0,1.0,1.0,1.75
μπακατελα ,2.0,2.75,1.0,1.0,1.0,2.25
μπαλαντερ ,1.33,2.33,1.0,1.67,1.0,2.67
μπαλαντζας ,2.0,2.75,1.0,1.0,1.0,2.0
μπαμιας ,2.5,3.0,1.0,1.0,1.0,2.5
μπαμπαλης ,2.0,2.75,1.0,1.0,1.0,2.0
μπαμπογερος ,2.0,3.0,1.25,1.0,1.0,2.0
μπαμπογρια ,2.0,3.0,1.25,1.0,1.0,2.0
μπαμπω ,2.0,3.25,1.25,1.0,1.0,2.0
μπανακι ,1.0,1.0,1.0,3.67,1.0,3.0
μπανανια ,2.0,2.67,1.33,1.0,1.33,2.33
μπασκινας ,2.75,3.5,1.5,1.0,1.0,1.75
μπασκλας ,1.75,3.0,1.0,1.0,1.0,2.0
μπασκλασαρια ,1.75,3.0,1.0,1.0,1.0,2.0
μπασταρδικος ,2.75,3.75,1.0,1.0,1.0,2.25
μπασταρδος ,3.25,3.75,1.0,1.0,1.0,2.25
μπαστουνοβλαχος ,3.0,3.5,1.0,1.0,1.0,2.0
μπατσαρια ,3.0,3.25,1.25,1.0,1.0,1.75
μπατσικο ,2.5,3.25,1.5,1.0,1.0,1.75
μπατσινα ,2.75,3.25,1.5,1.0,1.0,1.75
μπατσος ,2.75,3.25,1.5,1.0,1.0,1.75
μπαφιαζω ,2.0,3.5,1.25,1.0,1.5,2.0
μπαφιασμενος ,2.0,3.5,1.25,1.0,1.5,2.0
μπαφιασμενη ,2.0,3.5,1.25,1.0,1.5,2.0
μπαφιασμενο ,2.0,3.5,1.25,1.0,1.5,2.0
μπεκρης ,2.5,3.0,1.5,1.0,1.0,2.5
μπεκροκανατα ,2.75,3.5,1.0,1.0,1.0,2.25
μπεκρολογω ,2.0,2.75,1.0,1.0,1.0,2.25
μπεκροπινω ,2.0,3.0,1.0,1.25,1.0,2.25
μπεκρουλιαζω ,2.0,3.0,1.0,1.25,1.0,2.25
μπεκρουλιακας ,2.75,3.5,1.25,1.0,1.0,2.25
μπλαζε ,2.33,3.0,1.0,1.0,1.33,2.33
μπλοκαρω ,1.0,1.33,1.0,1.0,1.33,1.67
μπουλης ,2.0,2.75,1.0,1.0,1.0,1.75
μπουμπουκακι ,1.0,1.0,1.0,3.33,1.0,3.0
μπουμπουκι ,1.0,1.25,1.0,3.0,1.0,2.25
μπουντρουμι ,1.67,2.67,1.33,1.0,1.67,2.33
μπουρδελιαρης ,2.75,3.75,1.25,1.0,1.0,2.0
μπουρδελο ,4.0,4.33,1.0,1.0,1.0,3.67
μπουρζουαζια ,2.0,2.75,1.0,1.0,1.0,1.5
μπουρζουας ,2.25,2.75,1.0,1.0,1.0,1.5
μπουρτζοβλαχος ,3.25,3.5,1.0,1.0,1.0,1.75
μπουχτιζω ,2.75,3.75,1.0,1.0,1.25,2.0
μπραβο ,2.0,1.0,1.0,4.0,1.0,3.0
μπραβος ,2.0,2.67,1.67,1.0,1.0,2.33
μυξοκλαιω ,1.67,3.67,2.0,1.0,2.0,2.0
μυριακριβος ,1.0,1.0,1.0,2.5,1.0,2.75
μυρωδια ,1.0,3.0,1.0,3.5,1.0,3.5
μυστικοσυμβουλος ,1.0,3.0,1.0,1.0,1.0,3.0
μωρε ,2.5,3.0,1.0,1.5,1.0,3.25
μωρη ,4.25,3.75,1.0,1.0,1.0,2.75
να ,4.33,4.0,2.67,2.0,1.0,4.33
ναος ,1.0,2.0,1.0,2.0,1.0,3.5
ναρκωση ,1.0,2.0,2.0,1.0,1.0,1.5
ναυτια ,1.0,3.75,1.75,1.0,1.0,2.0
ναυτοπουλο ,1.0,2.0,1.0,1.0,1.0,1.67
νεκροκεφαλη ,2.0,3.5,3.5,1.0,1.0,3.0
νεκρωνω ,1.0,2.0,4.33,1.0,1.67,3.0
νεκρωση ,1.0,2.5,4.0,1.0,1.0,3.5
νεροκουβαλητης ,1.67,2.67,1.0,1.0,1.33,2.0
νεροπλυμα ,1.5,3.0,1.0,1.0,1.0,2.25
νεροχυτης ,4.0,3.0,1.0,1.0,1.0,2.0
νευρικος ,2.5,1.25,1.75,1.0,1.25,2.0
νευρικη ,2.5,1.25,1.75,1.0,1.25,2.0
νευρικια ,2.5,1.25,1.75,1.0,1.25,2.0
νευρικο ,2.5,1.25,1.75,1.0,1.25,2.0
νηφαλιος ,1.0,1.0,1.0,2.5,1.0,2.0
νηφαλια ,1.0,1.0,1.0,2.5,1.0,2.0
νηφαλιο ,1.0,1.0,1.0,2.5,1.0,2.0
νιανιαρο ,2.0,2.67,1.0,1.0,1.0,2.67
νιαουριζω ,1.75,3.0,1.0,1.0,1.0,2.0
νιαουρισμα ,1.75,3.0,1.0,1.0,1.0,2.0
νιατο ,1.0,1.33,1.0,2.67,1.0,2.67
νιωθω ,1.0,1.5,1.0,2.0,1.0,2.0
νοικοκυριστικος ,1.0,2.0,1.0,2.33,1.0,2.67
νοσταλγω ,1.0,1.0,1.0,1.25,3.5,2.25
νοστος ,1.0,1.0,1.0,2.0,2.5,2.25
νουλα ,1.5,3.0,1.25,1.0,1.5,2.5
νταλκαδιαζω ,1.0,1.25,1.0,2.25,1.75,2.25
νταντευω ,1.67,2.33,1.0,1.0,1.0,2.67
ντελιριο ,2.25,1.5,1.5,2.0,1.0,3.0
ντενεκες ,2.25,3.25,1.0,1.0,1.0,2.0
ντερλικωνω ,1.33,3.0,1.0,1.33,1.0,2.67
ντιλεταντης ,1.5,2.25,1.0,1.0,1.0,2.25
ντορης ,1.0,2.0,1.0,2.0,1.0,3.0
ντουετο ,1.0,2.5,1.0,1.5,1.0,3.0
ντουλαπα ,1.33,3.0,1.67,1.0,1.0,2.33
ντρεπομαι ,1.25,1.75,1.25,1.0,1.75,2.5
ντροπαλος ,1.0,1.5,1.25,1.0,1.5,2.0
ντροπαλη ,1.0,1.5,1.25,1.0,1.5,2.0
ντροπαλο ,1.0,1.5,1.25,1.0,1.5,2.0
ντροπη ,1.5,2.25,1.5,1.0,1.75,2.75
νυκτωδια ,1.0,2.0,1.0,1.0,2.0,3.0
νυμφιδιο ,2.0,3.33,1.0,1.0,1.33,2.67
νυμφιος ,2.0,3.5,1.0,1.0,1.0,3.5
νυμφοπαζαρο ,1.67,3.0,1.0,1.0,1.0,2.67
νυσταζω ,1.0,2.0,1.0,1.0,1.33,2.33
νυσταλεος ,1.33,2.0,1.0,1.0,1.33,2.33
νυφοπαζαρο ,1.67,3.0,1.0,1.0,1.0,2.67
ξαναγεννω ,1.0,1.0,1.0,4.33,1.0,3.0
ξαναμμα ,1.5,1.25,1.0,2.0,1.0,2.75
ξανανιωθω ,1.0,1.0,1.0,3.33,1.0,3.0
ξεβγαζω ,1.0,3.0,1.0,1.0,1.0,1.0
ξεγελω ,2.0,2.0,1.5,1.0,1.0,3.5
ξεθυμαινω ,1.0,1.5,1.5,1.5,1.0,3.0
ξεκουραζω ,1.0,1.0,1.0,3.33,1.0,2.33
ξεκρεμαστος ,2.33,1.33,1.0,1.0,1.0,3.67
ξεκρεμαστη ,2.33,1.33,1.0,1.0,1.0,3.67
ξεκρεμαστο ,2.33,1.33,1.0,1.0,1.0,3.67
ξενιζω ,1.0,2.0,1.0,1.0,1.33,4.0
ξενοκινητος ,2.33,2.33,1.0,1.0,1.0,2.0
ξενοφοβος ,2.25,2.25,3.0,1.0,1.0,2.0
ξενοφοβη ,2.25,2.25,3.0,1.0,1.0,2.0
ξενοφοβο ,2.25,2.25,3.0,1.0,1.0,2.0
ξεπατικοτουρα ,2.0,2.33,1.0,1.0,1.0,2.0
ξεπατικωνω ,2.0,2.33,1.0,1.0,1.0,2.33
ξεπατικωτουρα ,2.0,2.33,1.0,1.0,1.0,2.0
ξεπλενω ,1.33,2.33,1.0,1.0,1.0,2.0
ξερνω ,2.0,4.75,1.25,1.0,1.5,2.5
ξεροκομματο ,2.0,3.0,1.0,1.0,1.33,1.67
ξερος ,1.67,2.67,2.33,1.0,1.33,3.67
ξερη ,2.0,2.0,3.0,1.0,1.0,4.0
ξερο ,2.0,2.0,3.0,1.0,1.0,4.0
ξεσκιζω ,4.0,3.0,1.25,2.25,1.25,2.25
ξεσπω ,4.0,1.5,1.5,1.5,1.5,3.0
ξετρελαινω ,1.0,1.0,1.0,4.0,1.0,3.25
ξεφτιλας ,2.75,3.5,1.0,1.0,1.25,2.5
ξεφτιλιζω ,3.67,3.67,1.0,1.67,1.33,3.33
ξεφτιλισμενος ,3.0,4.0,1.0,1.0,1.25,2.5
ξεχειλιζω ,4.0,3.25,1.0,1.25,1.0,2.75
ξεχνω ,2.5,1.5,1.0,1.0,2.5,3.5
ξινιζω ,1.5,3.0,1.0,1.0,1.25,2.25
ξοανο ,2.75,2.75,1.0,1.0,1.25,2.0
ξυλιαζω ,1.33,2.33,1.33,1.0,1.33,2.67
ξυλοποδαρος ,1.67,2.67,1.33,1.0,1.0,2.67
ξυνω ,3.0,3.0,1.0,1.0,1.0,2.5
ξυπνω ,3.0,1.5,1.5,1.0,1.0,3.5
οθωμανικος ,2.5,2.0,1.0,1.0,1.0,1.5
οικονομιστικος ,1.5,2.5,1.0,1.0,1.0,1.5
οικοπεδοφαγος ,3.67,2.33,1.67,1.0,1.0,2.0
οικτιρω ,1.75,1.75,1.0,1.0,4.25,1.5
οικτος ,1.25,1.75,1.0,1.0,4.25,2.0
οιστρηλατος ,1.0,1.0,1.0,3.67,1.0,3.67
οιστρηλατη ,1.0,1.0,1.0,3.67,1.0,3.67
οιστρηλατο ,1.0,1.0,1.0,3.67,1.0,3.67
οιστρηλατω ,1.0,1.0,1.0,3.67,1.0,3.67
οιστρος ,1.0,1.0,1.0,3.75,1.0,3.0
ολκη ,2.67,2.0,1.0,2.0,1.33,3.0
ολονυκτια ,2.5,2.5,1.0,1.0,1.5,2.5
ολονυχτια ,2.5,2.5,1.0,1.0,1.5,2.5
ομοιοπαθης ,1.0,1.0,1.0,1.0,1.0,2.5
ομοιοπαθες ,1.0,1.0,1.0,1.0,1.0,2.5
ομονοια ,1.0,1.0,1.0,3.0,1.0,2.67
ομορφονιος ,1.33,2.0,1.0,1.33,1.0,2.33
ομως ,1.0,1.0,1.0,1.0,1.0,1.0
ονειρο ,1.0,1.0,1.67,3.33,1.67,3.0
οπαδος ,2.5,2.5,1.0,1.0,1.0,1.0
οπερετα ,3.0,3.5,1.0,1.0,1.0,2.5
οπλισμος ,2.0,2.0,2.0,2.0,1.0,2.0
οργανικος ,1.0,2.0,1.0,1.0,1.0,1.0
οργανικη ,1.0,2.0,1.0,1.0,1.0,1.0
οργανικο ,1.0,2.0,1.0,1.0,1.0,1.0
ορδη ,3.0,2.0,2.5,1.0,1.0,2.5
ορεξατος ,1.0,1.0,1.0,3.75,1.0,2.75
ορθολογισμος ,1.0,1.0,1.0,3.0,1.0,3.0
ορνιο ,3.25,2.25,1.75,1.0,1.0,2.0
